Scenario,Region,Variable,Type,Year,Value
Current Policies,Nunavut,Natural Gas,Primary Fuel,2041,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2042,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2043,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2044,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2045,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2046,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2047,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2048,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2049,0
Current Policies,Nunavut,Natural Gas,Primary Fuel,2050,0
Current Policies,Ontario,Natural Gas,Primary Fuel,2005,13282.59
Current Policies,Ontario,Natural Gas,Primary Fuel,2006,11807.7
Current Policies,Ontario,Natural Gas,Primary Fuel,2007,13530.81
Current Policies,Ontario,Natural Gas,Primary Fuel,2008,11214.3
Current Policies,Ontario,Natural Gas,Primary Fuel,2009,7490.896
Current Policies,Ontario,Natural Gas,Primary Fuel,2010,16885.54
Current Policies,Ontario,Natural Gas,Primary Fuel,2011,24281.59
Current Policies,Ontario,Natural Gas,Primary Fuel,2012,23380.22
Current Policies,Ontario,Natural Gas,Primary Fuel,2013,18653.16
Current Policies,Ontario,Natural Gas,Primary Fuel,2014,15720.97
Current Policies,Ontario,Natural Gas,Primary Fuel,2015,16218.48
Current Policies,Ontario,Natural Gas,Primary Fuel,2016,14862.2
Current Policies,Ontario,Natural Gas,Primary Fuel,2017,8378.615
Current Policies,Ontario,Natural Gas,Primary Fuel,2018,11831.22
Current Policies,Ontario,Natural Gas,Primary Fuel,2019,11504.17
Current Policies,Ontario,Natural Gas,Primary Fuel,2020,12122.16
Current Policies,Ontario,Natural Gas,Primary Fuel,2021,13899.79
Current Policies,Ontario,Natural Gas,Primary Fuel,2022,19346.23
Current Policies,Ontario,Natural Gas,Primary Fuel,2023,22546.28
Current Policies,Ontario,Natural Gas,Primary Fuel,2024,15871.39
Current Policies,Ontario,Natural Gas,Primary Fuel,2025,25876.52
Current Policies,Ontario,Natural Gas,Primary Fuel,2026,32721.94
Current Policies,Ontario,Natural Gas,Primary Fuel,2027,29406.57
Current Policies,Ontario,Natural Gas,Primary Fuel,2028,26612.44
Current Policies,Ontario,Natural Gas,Primary Fuel,2029,31411.01
Current Policies,Ontario,Natural Gas,Primary Fuel,2030,30893.04
Current Policies,Ontario,Natural Gas,Primary Fuel,2031,34424.7
Current Policies,Ontario,Natural Gas,Primary Fuel,2032,33168.02
Current Policies,Ontario,Natural Gas,Primary Fuel,2033,33599.7
Current Policies,Ontario,Natural Gas,Primary Fuel,2034,30690.21
Current Policies,Ontario,Natural Gas,Primary Fuel,2035,28577.66
Current Policies,Ontario,Natural Gas,Primary Fuel,2036,31853.72
Current Policies,Ontario,Natural Gas,Primary Fuel,2037,31672.44
Current Policies,Ontario,Natural Gas,Primary Fuel,2038,31273.71
Current Policies,Ontario,Natural Gas,Primary Fuel,2039,30770.12
Current Policies,Ontario,Natural Gas,Primary Fuel,2040,30751.79
Current Policies,Ontario,Natural Gas,Primary Fuel,2041,30412.29
Current Policies,Ontario,Natural Gas,Primary Fuel,2042,33683.22
Current Policies,Ontario,Natural Gas,Primary Fuel,2043,34161.49
Current Policies,Ontario,Natural Gas,Primary Fuel,2044,34157.65
Current Policies,Ontario,Natural Gas,Primary Fuel,2045,34158.84
Current Policies,Ontario,Natural Gas,Primary Fuel,2046,34090.32
Current Policies,Ontario,Natural Gas,Primary Fuel,2047,33911.35
Current Policies,Ontario,Natural Gas,Primary Fuel,2048,33589.97
Current Policies,Ontario,Natural Gas,Primary Fuel,2049,33478.22
Current Policies,Ontario,Natural Gas,Primary Fuel,2050,33666.79
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2005,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2006,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2007,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2008,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2009,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2010,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2011,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2012,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2013,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2014,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2015,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2016,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2017,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2018,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2019,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2020,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2021,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2022,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2023,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2024,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2025,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2026,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2027,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2028,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2029,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2030,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2031,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2032,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2033,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2034,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2035,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2036,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2037,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2038,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2039,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2040,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2041,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2042,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2043,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2044,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2045,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2046,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2047,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2048,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2049,0
Current Policies,Prince Edward Island,Natural Gas,Primary Fuel,2050,0
Current Policies,Quebec,Natural Gas,Primary Fuel,2005,269
Current Policies,Quebec,Natural Gas,Primary Fuel,2006,1326
Current Policies,Quebec,Natural Gas,Primary Fuel,2007,3945
Current Policies,Quebec,Natural Gas,Primary Fuel,2008,228
Current Policies,Quebec,Natural Gas,Primary Fuel,2009,264
Current Policies,Quebec,Natural Gas,Primary Fuel,2010,222.4
Current Policies,Quebec,Natural Gas,Primary Fuel,2011,174.2407
Current Policies,Quebec,Natural Gas,Primary Fuel,2012,185.0065
Current Policies,Quebec,Natural Gas,Primary Fuel,2013,112.8436
Current Policies,Quebec,Natural Gas,Primary Fuel,2014,156.5373
Current Policies,Quebec,Natural Gas,Primary Fuel,2015,141.4146
Current Policies,Quebec,Natural Gas,Primary Fuel,2016,164.8865
Current Policies,Quebec,Natural Gas,Primary Fuel,2017,188.2513
Current Policies,Quebec,Natural Gas,Primary Fuel,2018,169.7635
Current Policies,Quebec,Natural Gas,Primary Fuel,2019,163.0601
Current Policies,Quebec,Natural Gas,Primary Fuel,2020,163.3685
Current Policies,Quebec,Natural Gas,Primary Fuel,2021,163.4529
Current Policies,Quebec,Natural Gas,Primary Fuel,2022,163.4529
Current Policies,Quebec,Natural Gas,Primary Fuel,2023,163.4529
Current Policies,Quebec,Natural Gas,Primary Fuel,2024,163.4529
Current Policies,Quebec,Natural Gas,Primary Fuel,2025,163.4886
Current Policies,Quebec,Natural Gas,Primary Fuel,2026,163.4931
Current Policies,Quebec,Natural Gas,Primary Fuel,2027,163.1676
Current Policies,Quebec,Natural Gas,Primary Fuel,2028,163.4928
Current Policies,Quebec,Natural Gas,Primary Fuel,2029,163.5773
Current Policies,Quebec,Natural Gas,Primary Fuel,2030,163.5879
Current Policies,Quebec,Natural Gas,Primary Fuel,2031,163.7959
Current Policies,Quebec,Natural Gas,Primary Fuel,2032,163.7114
Current Policies,Quebec,Natural Gas,Primary Fuel,2033,163.9215
Current Policies,Quebec,Natural Gas,Primary Fuel,2034,163.9218
Current Policies,Quebec,Natural Gas,Primary Fuel,2035,163.9215
Current Policies,Quebec,Natural Gas,Primary Fuel,2036,163.3883
Current Policies,Quebec,Natural Gas,Primary Fuel,2037,163.8693
Current Policies,Quebec,Natural Gas,Primary Fuel,2038,163.8692
Current Policies,Quebec,Natural Gas,Primary Fuel,2039,163.8694
Current Policies,Quebec,Natural Gas,Primary Fuel,2040,163.8696
Current Policies,Quebec,Natural Gas,Primary Fuel,2041,163.9216
Current Policies,Quebec,Natural Gas,Primary Fuel,2042,163.4494
Current Policies,Quebec,Natural Gas,Primary Fuel,2043,163.5547
Current Policies,Quebec,Natural Gas,Primary Fuel,2044,163.5542
Current Policies,Quebec,Natural Gas,Primary Fuel,2045,163.6053
Current Policies,Quebec,Natural Gas,Primary Fuel,2046,163.6051
Current Policies,Quebec,Natural Gas,Primary Fuel,2047,163.605
Current Policies,Quebec,Natural Gas,Primary Fuel,2048,163.6053
Current Policies,Quebec,Natural Gas,Primary Fuel,2049,163.605
Current Policies,Quebec,Natural Gas,Primary Fuel,2050,163.605
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2005,1896.283
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2006,2247.283
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2007,1869.283
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2008,3083.935
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2009,2763.792
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2010,2503.593
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2011,2678.787
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2012,3253.184
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2013,4493.73
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2014,6022.449
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2015,7348.403
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2016,8613.183
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2017,9045.866
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2018,9436.156
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2019,9714.5
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2020,9820.124
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2021,10901.23
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2022,10993.97
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2023,11307.61
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2024,12304.1
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2025,11809.88
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2026,13093.6
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2027,12907
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2028,15288.22
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2029,15417.76
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2030,15347.02
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2031,15372.92
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2032,15174.71
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2033,15155.06
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2034,14705.18
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2035,14680.8
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2036,14662.23
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2037,15753.33
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2038,15394.99
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2039,15388.46
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2040,15176.16
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2041,15199.14
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2042,14869.08
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2043,14906.42
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2044,14709.81
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2045,14735.53
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2046,14561.21
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2047,14833.09
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2048,14679.33
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2049,14782.14
Current Policies,Saskatchewan,Natural Gas,Primary Fuel,2050,14898.9
Current Policies,Yukon,Natural Gas,Primary Fuel,2005,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2006,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2007,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2008,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2009,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2010,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2011,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2012,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2013,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2014,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2015,26
Current Policies,Yukon,Natural Gas,Primary Fuel,2016,27
Current Policies,Yukon,Natural Gas,Primary Fuel,2017,37
Current Policies,Yukon,Natural Gas,Primary Fuel,2018,59
Current Policies,Yukon,Natural Gas,Primary Fuel,2019,92
Current Policies,Yukon,Natural Gas,Primary Fuel,2020,112.7685
Current Policies,Yukon,Natural Gas,Primary Fuel,2021,164.4283
Current Policies,Yukon,Natural Gas,Primary Fuel,2022,140.4013
Current Policies,Yukon,Natural Gas,Primary Fuel,2023,172.3997
Current Policies,Yukon,Natural Gas,Primary Fuel,2024,173.448
Current Policies,Yukon,Natural Gas,Primary Fuel,2025,157.4866
Current Policies,Yukon,Natural Gas,Primary Fuel,2026,143.6099
Current Policies,Yukon,Natural Gas,Primary Fuel,2027,94.1122
Current Policies,Yukon,Natural Gas,Primary Fuel,2028,17.5117
Current Policies,Yukon,Natural Gas,Primary Fuel,2029,0.5982
Current Policies,Yukon,Natural Gas,Primary Fuel,2030,0.0951
Current Policies,Yukon,Natural Gas,Primary Fuel,2031,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2032,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2033,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2034,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2035,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2036,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2037,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2038,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2039,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2040,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2041,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2042,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2043,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2044,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2045,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2046,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2047,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2048,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2049,0
Current Policies,Yukon,Natural Gas,Primary Fuel,2050,0
Current Policies,Alberta,Oil,Primary Fuel,2005,509.4367
Current Policies,Alberta,Oil,Primary Fuel,2006,860.0757
Current Policies,Alberta,Oil,Primary Fuel,2007,922.0647
Current Policies,Alberta,Oil,Primary Fuel,2008,635.8698
Current Policies,Alberta,Oil,Primary Fuel,2009,14.148
Current Policies,Alberta,Oil,Primary Fuel,2010,26.5102
Current Policies,Alberta,Oil,Primary Fuel,2011,25.3992
Current Policies,Alberta,Oil,Primary Fuel,2012,28.9342
Current Policies,Alberta,Oil,Primary Fuel,2013,26.9964
Current Policies,Alberta,Oil,Primary Fuel,2014,78.4087
Current Policies,Alberta,Oil,Primary Fuel,2015,80.2433
Current Policies,Alberta,Oil,Primary Fuel,2016,48.2051
Current Policies,Alberta,Oil,Primary Fuel,2017,98.9178
Current Policies,Alberta,Oil,Primary Fuel,2018,38.1648
Current Policies,Alberta,Oil,Primary Fuel,2019,63.8236
Current Policies,Alberta,Oil,Primary Fuel,2020,54.8526
Current Policies,Alberta,Oil,Primary Fuel,2021,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2022,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2023,54.8525
Current Policies,Alberta,Oil,Primary Fuel,2024,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2025,54.8525
Current Policies,Alberta,Oil,Primary Fuel,2026,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2027,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2028,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2029,54.8524
Current Policies,Alberta,Oil,Primary Fuel,2030,54.8525
Current Policies,Alberta,Oil,Primary Fuel,2031,54.4366
Current Policies,Alberta,Oil,Primary Fuel,2032,53.3852
Current Policies,Alberta,Oil,Primary Fuel,2033,53.2341
Current Policies,Alberta,Oil,Primary Fuel,2034,52.9631
Current Policies,Alberta,Oil,Primary Fuel,2035,52.781
Current Policies,Alberta,Oil,Primary Fuel,2036,52.4767
Current Policies,Alberta,Oil,Primary Fuel,2037,52.5601
Current Policies,Alberta,Oil,Primary Fuel,2038,52.2476
Current Policies,Alberta,Oil,Primary Fuel,2039,52.3453
Current Policies,Alberta,Oil,Primary Fuel,2040,52.1532
Current Policies,Alberta,Oil,Primary Fuel,2041,52.2921
Current Policies,Alberta,Oil,Primary Fuel,2042,52.0032
Current Policies,Alberta,Oil,Primary Fuel,2043,52.1696
Current Policies,Alberta,Oil,Primary Fuel,2044,51.943
Current Policies,Alberta,Oil,Primary Fuel,2045,52.0602
Current Policies,Alberta,Oil,Primary Fuel,2046,51.8586
Current Policies,Alberta,Oil,Primary Fuel,2047,52.0528
Current Policies,Alberta,Oil,Primary Fuel,2048,51.8899
Current Policies,Alberta,Oil,Primary Fuel,2049,52.137
Current Policies,Alberta,Oil,Primary Fuel,2050,52.4176
Current Policies,British Columbia,Oil,Primary Fuel,2005,91.056
Current Policies,British Columbia,Oil,Primary Fuel,2006,35.556
Current Policies,British Columbia,Oil,Primary Fuel,2007,91.556
Current Policies,British Columbia,Oil,Primary Fuel,2008,94.568
Current Policies,British Columbia,Oil,Primary Fuel,2009,111.112
Current Policies,British Columbia,Oil,Primary Fuel,2010,107.104
Current Policies,British Columbia,Oil,Primary Fuel,2011,91.712
Current Policies,British Columbia,Oil,Primary Fuel,2012,46.184
Current Policies,British Columbia,Oil,Primary Fuel,2013,289.3086
Current Policies,British Columbia,Oil,Primary Fuel,2014,556.96
Current Policies,British Columbia,Oil,Primary Fuel,2015,130.3207
Current Policies,British Columbia,Oil,Primary Fuel,2016,187.9591
Current Policies,British Columbia,Oil,Primary Fuel,2017,335.6456
Current Policies,British Columbia,Oil,Primary Fuel,2018,276.783
Current Policies,British Columbia,Oil,Primary Fuel,2019,307.077
Current Policies,British Columbia,Oil,Primary Fuel,2020,106.9999
Current Policies,British Columbia,Oil,Primary Fuel,2021,106.9999
Current Policies,British Columbia,Oil,Primary Fuel,2022,107
Current Policies,British Columbia,Oil,Primary Fuel,2023,107
Current Policies,British Columbia,Oil,Primary Fuel,2024,107
Current Policies,British Columbia,Oil,Primary Fuel,2025,107
Current Policies,British Columbia,Oil,Primary Fuel,2026,106.9999
Current Policies,British Columbia,Oil,Primary Fuel,2027,107
Current Policies,British Columbia,Oil,Primary Fuel,2028,107
Current Policies,British Columbia,Oil,Primary Fuel,2029,107
Current Policies,British Columbia,Oil,Primary Fuel,2030,107
Current Policies,British Columbia,Oil,Primary Fuel,2031,112.1079
Current Policies,British Columbia,Oil,Primary Fuel,2032,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2033,131.1777
Current Policies,British Columbia,Oil,Primary Fuel,2034,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2035,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2036,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2037,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2038,142.3948
Current Policies,British Columbia,Oil,Primary Fuel,2039,151.3807
Current Policies,British Columbia,Oil,Primary Fuel,2040,151.3808
Current Policies,British Columbia,Oil,Primary Fuel,2041,147.1996
Current Policies,British Columbia,Oil,Primary Fuel,2042,131.1776
Current Policies,British Columbia,Oil,Primary Fuel,2043,143.5937
Current Policies,British Columbia,Oil,Primary Fuel,2044,151.3807
Current Policies,British Columbia,Oil,Primary Fuel,2045,151.3807
Current Policies,British Columbia,Oil,Primary Fuel,2046,139.1841
Current Policies,British Columbia,Oil,Primary Fuel,2047,131.1775
Current Policies,British Columbia,Oil,Primary Fuel,2048,132.3502
Current Policies,British Columbia,Oil,Primary Fuel,2049,131.1775
Current Policies,British Columbia,Oil,Primary Fuel,2050,131.1774
Current Policies,Canada,Oil,Primary Fuel,2005,8193.9609
Current Policies,Canada,Oil,Primary Fuel,2006,7877.5765
Current Policies,Canada,Oil,Primary Fuel,2007,8776.7567
Current Policies,Canada,Oil,Primary Fuel,2008,6929.5127
Current Policies,Canada,Oil,Primary Fuel,2009,7336.5232
Current Policies,Canada,Oil,Primary Fuel,2010,5187.6726
Current Policies,Canada,Oil,Primary Fuel,2011,4561.8692
Current Policies,Canada,Oil,Primary Fuel,2012,4271.8667
Current Policies,Canada,Oil,Primary Fuel,2013,4071.332
Current Policies,Canada,Oil,Primary Fuel,2014,6616.7618
Current Policies,Canada,Oil,Primary Fuel,2015,5266.723
Current Policies,Canada,Oil,Primary Fuel,2016,5087.454
Current Policies,Canada,Oil,Primary Fuel,2017,4150.0687
Current Policies,Canada,Oil,Primary Fuel,2018,4189.2877
Current Policies,Canada,Oil,Primary Fuel,2019,3719.718
Current Policies,Canada,Oil,Primary Fuel,2020,4062.5646
Current Policies,Canada,Oil,Primary Fuel,2021,4629.4122
Current Policies,Canada,Oil,Primary Fuel,2022,3947.5068
Current Policies,Canada,Oil,Primary Fuel,2023,5566.8404
Current Policies,Canada,Oil,Primary Fuel,2024,4525.6515
Current Policies,Canada,Oil,Primary Fuel,2025,4308.9056
Current Policies,Canada,Oil,Primary Fuel,2026,4940.5754
Current Policies,Canada,Oil,Primary Fuel,2027,3620.2561
Current Policies,Canada,Oil,Primary Fuel,2028,3851.8618
Current Policies,Canada,Oil,Primary Fuel,2029,4491.8235
Current Policies,Canada,Oil,Primary Fuel,2030,4594.9078
Current Policies,Canada,Oil,Primary Fuel,2031,6400.9275
Current Policies,Canada,Oil,Primary Fuel,2032,5246.7109
Current Policies,Canada,Oil,Primary Fuel,2033,6651.417
Current Policies,Canada,Oil,Primary Fuel,2034,6376.108
Current Policies,Canada,Oil,Primary Fuel,2035,6114.3803
Current Policies,Canada,Oil,Primary Fuel,2036,3315.6845
Current Policies,Canada,Oil,Primary Fuel,2037,4941.4321
Current Policies,Canada,Oil,Primary Fuel,2038,4909.305
Current Policies,Canada,Oil,Primary Fuel,2039,5031.7088
Current Policies,Canada,Oil,Primary Fuel,2040,4987.152
Current Policies,Canada,Oil,Primary Fuel,2041,7482.619
Current Policies,Canada,Oil,Primary Fuel,2042,5228.554
Current Policies,Canada,Oil,Primary Fuel,2043,5630.914
Current Policies,Canada,Oil,Primary Fuel,2044,3848.8441
Current Policies,Canada,Oil,Primary Fuel,2045,3764.693
Current Policies,Canada,Oil,Primary Fuel,2046,3675.7122
Current Policies,Canada,Oil,Primary Fuel,2047,3743.4378
Current Policies,Canada,Oil,Primary Fuel,2048,3660.595
Current Policies,Canada,Oil,Primary Fuel,2049,3735.5219
Current Policies,Canada,Oil,Primary Fuel,2050,3798.5077
Current Policies,Manitoba,Oil,Primary Fuel,2005,8.2922
Current Policies,Manitoba,Oil,Primary Fuel,2006,7.3509
Current Policies,Manitoba,Oil,Primary Fuel,2007,10.6394
Current Policies,Manitoba,Oil,Primary Fuel,2008,9.4527
Current Policies,Manitoba,Oil,Primary Fuel,2009,4.7064
Current Policies,Manitoba,Oil,Primary Fuel,2010,2.3741
Current Policies,Manitoba,Oil,Primary Fuel,2011,3.5291
Current Policies,Manitoba,Oil,Primary Fuel,2012,2.6506
Current Policies,Manitoba,Oil,Primary Fuel,2013,1.9347
Current Policies,Manitoba,Oil,Primary Fuel,2014,6.7924
Current Policies,Manitoba,Oil,Primary Fuel,2015,5.8189
Current Policies,Manitoba,Oil,Primary Fuel,2016,2.5052
Current Policies,Manitoba,Oil,Primary Fuel,2017,2.8375
Current Policies,Manitoba,Oil,Primary Fuel,2018,1.6352
Current Policies,Manitoba,Oil,Primary Fuel,2019,1.1
Current Policies,Manitoba,Oil,Primary Fuel,2020,0.5112
Current Policies,Manitoba,Oil,Primary Fuel,2021,1.585
Current Policies,Manitoba,Oil,Primary Fuel,2022,0.4152
Current Policies,Manitoba,Oil,Primary Fuel,2023,0.4152
Current Policies,Manitoba,Oil,Primary Fuel,2024,0.4152
Current Policies,Manitoba,Oil,Primary Fuel,2025,0.4152
Current Policies,Manitoba,Oil,Primary Fuel,2026,11.4005
Current Policies,Manitoba,Oil,Primary Fuel,2027,13.0716
Current Policies,Manitoba,Oil,Primary Fuel,2028,15.8958
Current Policies,Manitoba,Oil,Primary Fuel,2029,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2030,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2031,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2032,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2033,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2034,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2035,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2036,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2037,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2038,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2039,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2040,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2041,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2042,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2043,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2044,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2045,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2046,34.0533
Current Policies,Manitoba,Oil,Primary Fuel,2047,33.4504
Current Policies,Manitoba,Oil,Primary Fuel,2048,31.1139
Current Policies,Manitoba,Oil,Primary Fuel,2049,31.6977
Current Policies,Manitoba,Oil,Primary Fuel,2050,33.8055
Current Policies,New Brunswick,Oil,Primary Fuel,2005,3622.7639
