Scenario,Region,Variable,Year,Value
Current Policies,Saskatchewan,Interprovincial In-Flows,2029,2506.898
Current Policies,Saskatchewan,Interprovincial Out-Flows,2029,34.944
Current Policies,Saskatchewan,Imports,2029,563.7061
Current Policies,Saskatchewan,Exports,2029,262.8
Current Policies,Saskatchewan,Net Exports,2029,-300.9061
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2029,-2471.954
Evolving Policies,Alberta,Interprovincial In-Flows,2029,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2029,954.84
Evolving Policies,Alberta,Imports,2029,0
Evolving Policies,Alberta,Exports,2029,350.4
Evolving Policies,Alberta,Net Exports,2029,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2029,954.84
Evolving Policies,British Columbia,Interprovincial In-Flows,2029,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2029,0
Evolving Policies,British Columbia,Imports,2029,5736.416
Evolving Policies,British Columbia,Exports,2029,5079.072
Evolving Policies,British Columbia,Net Exports,2029,-657.344
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2029,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2029,56557.47
Evolving Policies,Canada,Interprovincial Out-Flows,2029,58007.66
Evolving Policies,Canada,Imports,2029,9203.855
Evolving Policies,Canada,Exports,2029,39557.89
Evolving Policies,Canada,Net Exports,2029,30354.035
Evolving Policies,Canada,Net Interprovincial Out-Flows,2029,1450.19
Evolving Policies,Manitoba,Interprovincial In-Flows,2029,81.5074
Evolving Policies,Manitoba,Interprovincial Out-Flows,2029,2240.326
Evolving Policies,Manitoba,Imports,2029,0
Evolving Policies,Manitoba,Exports,2029,11194.15
Evolving Policies,Manitoba,Net Exports,2029,11194.15
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2029,2158.8186
Evolving Policies,New Brunswick,Interprovincial In-Flows,2029,1222.812
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2029,1931.284
Evolving Policies,New Brunswick,Imports,2029,1708.2
Evolving Policies,New Brunswick,Exports,2029,900.4877
Evolving Policies,New Brunswick,Net Exports,2029,-807.7123
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2029,708.472
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2029,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2029,40221.18
Evolving Policies,Newfoundland and Labrador,Imports,2029,0
Evolving Policies,Newfoundland and Labrador,Exports,2029,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2029,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2029,40221.18
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2029,3422.702
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2029,88.6723
Evolving Policies,Nova Scotia,Imports,2029,0
Evolving Policies,Nova Scotia,Exports,2029,0
Evolving Policies,Nova Scotia,Net Exports,2029,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2029,-3334.0297
Evolving Policies,Ontario,Interprovincial In-Flows,2029,10782.98
Evolving Policies,Ontario,Interprovincial Out-Flows,2029,262.8
Evolving Policies,Ontario,Imports,2029,628.2807
Evolving Policies,Ontario,Exports,2029,525.6
Evolving Policies,Ontario,Net Exports,2029,-102.6807
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2029,-10520.18
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2029,1104.429
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2029,0
Evolving Policies,Prince Edward Island,Imports,2029,0
Evolving Policies,Prince Edward Island,Exports,2029,0
Evolving Policies,Prince Edward Island,Net Exports,2029,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2029,-1104.429
Evolving Policies,Quebec,Interprovincial In-Flows,2029,36827.75
Evolving Policies,Quebec,Interprovincial Out-Flows,2029,12224.96
Evolving Policies,Quebec,Imports,2029,940.212
Evolving Policies,Quebec,Exports,2029,21160.2
Evolving Policies,Quebec,Net Exports,2029,20219.988
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2029,-24602.79
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2029,2261.187
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2029,83.5974
Evolving Policies,Saskatchewan,Imports,2029,190.7471
Evolving Policies,Saskatchewan,Exports,2029,347.9771
Evolving Policies,Saskatchewan,Net Exports,2029,157.23
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2029,-2177.5896
Current Policies,Alberta,Interprovincial In-Flows,2030,0
Current Policies,Alberta,Interprovincial Out-Flows,2030,4458.84
Current Policies,Alberta,Imports,2030,0
Current Policies,Alberta,Exports,2030,350.4
Current Policies,Alberta,Net Exports,2030,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2030,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2030,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2030,0
Current Policies,British Columbia,Imports,2030,3441.847
Current Policies,British Columbia,Exports,2030,5356.036
Current Policies,British Columbia,Net Exports,2030,1914.189
Current Policies,British Columbia,Net Interprovincial Out-Flows,2030,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2030,53018.63
Current Policies,Canada,Interprovincial Out-Flows,2030,54378.08
Current Policies,Canada,Imports,2030,15668.63
Current Policies,Canada,Exports,2030,36776.88
Current Policies,Canada,Net Exports,2030,21108.25
Current Policies,Canada,Net Interprovincial Out-Flows,2030,1359.45
Current Policies,Manitoba,Interprovincial In-Flows,2030,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2030,2485.506
Current Policies,Manitoba,Imports,2030,1719.543
Current Policies,Manitoba,Exports,2030,8946.511
Current Policies,Manitoba,Net Exports,2030,7226.968
Current Policies,Manitoba,Net Interprovincial Out-Flows,2030,2451.4356
Current Policies,New Brunswick,Interprovincial In-Flows,2030,1390.26
Current Policies,New Brunswick,Interprovincial Out-Flows,2030,1980.87
Current Policies,New Brunswick,Imports,2030,3552.737
Current Policies,New Brunswick,Exports,2030,858.48
Current Policies,New Brunswick,Net Exports,2030,-2694.257
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2030,590.61
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2030,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2030,36744.35
Current Policies,Newfoundland and Labrador,Imports,2030,0
Current Policies,Newfoundland and Labrador,Exports,2030,0
Current Policies,Newfoundland and Labrador,Net Exports,2030,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2030,36744.35
Current Policies,Nova Scotia,Interprovincial In-Flows,2030,3436.127
Current Policies,Nova Scotia,Interprovincial Out-Flows,2030,69.4109
Current Policies,Nova Scotia,Imports,2030,0
Current Policies,Nova Scotia,Exports,2030,0
Current Policies,Nova Scotia,Net Exports,2030,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2030,-3366.7161
Current Policies,Ontario,Interprovincial In-Flows,2030,6686.459
Current Policies,Ontario,Interprovincial Out-Flows,2030,389.76
Current Policies,Ontario,Imports,2030,4938.126
Current Policies,Ontario,Exports,2030,5234.649
Current Policies,Ontario,Net Exports,2030,296.523
Current Policies,Ontario,Net Interprovincial Out-Flows,2030,-6296.699
Current Policies,Prince Edward Island,Interprovincial In-Flows,2030,542.1849
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2030,0
Current Policies,Prince Edward Island,Imports,2030,0
Current Policies,Prince Edward Island,Exports,2030,0
Current Policies,Prince Edward Island,Net Exports,2030,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2030,-542.1849
Current Policies,Quebec,Interprovincial In-Flows,2030,34158.79
Current Policies,Quebec,Interprovincial Out-Flows,2030,8214.404
Current Policies,Quebec,Imports,2030,1452.672
Current Policies,Quebec,Exports,2030,15768
Current Policies,Quebec,Net Exports,2030,14315.328
Current Policies,Quebec,Net Interprovincial Out-Flows,2030,-25944.386
Current Policies,Saskatchewan,Interprovincial In-Flows,2030,2500.237
Current Policies,Saskatchewan,Interprovincial Out-Flows,2030,34.944
Current Policies,Saskatchewan,Imports,2030,563.7061
Current Policies,Saskatchewan,Exports,2030,262.8
Current Policies,Saskatchewan,Net Exports,2030,-300.9061
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2030,-2465.293
Evolving Policies,Alberta,Interprovincial In-Flows,2030,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2030,931.1232
Evolving Policies,Alberta,Imports,2030,0
Evolving Policies,Alberta,Exports,2030,350.4
Evolving Policies,Alberta,Net Exports,2030,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2030,931.1232
Evolving Policies,British Columbia,Interprovincial In-Flows,2030,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2030,0
Evolving Policies,British Columbia,Imports,2030,6793.132
Evolving Policies,British Columbia,Exports,2030,4656.127
Evolving Policies,British Columbia,Net Exports,2030,-2137.005
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2030,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2030,56008.73
Evolving Policies,Canada,Interprovincial Out-Flows,2030,57444.85
Evolving Policies,Canada,Imports,2030,8841.035
Evolving Policies,Canada,Exports,2030,45002.62
Evolving Policies,Canada,Net Exports,2030,36161.585
Evolving Policies,Canada,Net Interprovincial Out-Flows,2030,1436.12
Evolving Policies,Manitoba,Interprovincial In-Flows,2030,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2030,2190
Evolving Policies,Manitoba,Imports,2030,0
Evolving Policies,Manitoba,Exports,2030,11308.93
Evolving Policies,Manitoba,Net Exports,2030,11308.93
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2030,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2030,1673.05
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2030,1237.845
Evolving Policies,New Brunswick,Imports,2030,1374.754
Evolving Policies,New Brunswick,Exports,2030,989.9976
Evolving Policies,New Brunswick,Net Exports,2030,-384.7564
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2030,-435.205
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2030,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2030,40009.28
Evolving Policies,Newfoundland and Labrador,Imports,2030,0
Evolving Policies,Newfoundland and Labrador,Exports,2030,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2030,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2030,40009.28
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2030,3423.663
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2030,88.6723
Evolving Policies,Nova Scotia,Imports,2030,0
Evolving Policies,Nova Scotia,Exports,2030,0
Evolving Policies,Nova Scotia,Net Exports,2030,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2030,-3334.9907
Evolving Policies,Ontario,Interprovincial In-Flows,2030,10266.63
Evolving Policies,Ontario,Interprovincial Out-Flows,2030,392.7681
Evolving Policies,Ontario,Imports,2030,206.4348
Evolving Policies,Ontario,Exports,2030,5256
Evolving Policies,Ontario,Net Exports,2030,5049.5652
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2030,-9873.8619
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2030,896.7248
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2030,0
Evolving Policies,Prince Edward Island,Imports,2030,0
Evolving Policies,Prince Edward Island,Exports,2030,0
Evolving Policies,Prince Edward Island,Net Exports,2030,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2030,-896.7248
Evolving Policies,Quebec,Interprovincial In-Flows,2030,36278.51
Evolving Policies,Quebec,Interprovincial Out-Flows,2030,12157.16
Evolving Policies,Quebec,Imports,2030,466.7145
Evolving Policies,Quebec,Exports,2030,22003.16
Evolving Policies,Quebec,Net Exports,2030,21536.4455
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2030,-24121.35
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2030,2188.995
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2030,438
Evolving Policies,Saskatchewan,Imports,2030,0
Evolving Policies,Saskatchewan,Exports,2030,438
Evolving Policies,Saskatchewan,Net Exports,2030,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2030,-1750.995
Current Policies,Alberta,Interprovincial In-Flows,2031,0
Current Policies,Alberta,Interprovincial Out-Flows,2031,4458.84
Current Policies,Alberta,Imports,2031,0
Current Policies,Alberta,Exports,2031,350.4
Current Policies,Alberta,Net Exports,2031,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2031,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2031,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2031,0
Current Policies,British Columbia,Imports,2031,4190.396
Current Policies,British Columbia,Exports,2031,4374.676
Current Policies,British Columbia,Net Exports,2031,184.28
Current Policies,British Columbia,Net Interprovincial Out-Flows,2031,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2031,59895.55
Current Policies,Canada,Interprovincial Out-Flows,2031,61431.34
Current Policies,Canada,Imports,2031,17000.96
Current Policies,Canada,Exports,2031,41873.13
Current Policies,Canada,Net Exports,2031,24872.17
Current Policies,Canada,Net Interprovincial Out-Flows,2031,1535.79
Current Policies,Manitoba,Interprovincial In-Flows,2031,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2031,2442.76
Current Policies,Manitoba,Imports,2031,1713.714
Current Policies,Manitoba,Exports,2031,8992.14
Current Policies,Manitoba,Net Exports,2031,7278.426
Current Policies,Manitoba,Net Interprovincial Out-Flows,2031,2408.6896
Current Policies,New Brunswick,Interprovincial In-Flows,2031,802.2668
Current Policies,New Brunswick,Interprovincial Out-Flows,2031,2923.374
Current Policies,New Brunswick,Imports,2031,2434.185
Current Policies,New Brunswick,Exports,2031,858.48
Current Policies,New Brunswick,Net Exports,2031,-1575.705
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2031,2121.1072
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2031,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2031,40253.63
Current Policies,Newfoundland and Labrador,Imports,2031,0
Current Policies,Newfoundland and Labrador,Exports,2031,0
Current Policies,Newfoundland and Labrador,Net Exports,2031,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2031,40253.63
Current Policies,Nova Scotia,Interprovincial In-Flows,2031,3438.348
Current Policies,Nova Scotia,Interprovincial Out-Flows,2031,69.4109
Current Policies,Nova Scotia,Imports,2031,0
Current Policies,Nova Scotia,Exports,2031,0
Current Policies,Nova Scotia,Net Exports,2031,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2031,-3368.9371
Current Policies,Ontario,Interprovincial In-Flows,2031,6645.358
Current Policies,Ontario,Interprovincial Out-Flows,2031,3679.2
Current Policies,Ontario,Imports,2031,6390.756
Current Policies,Ontario,Exports,2031,1735.759
Current Policies,Ontario,Net Exports,2031,-4654.997
Current Policies,Ontario,Net Interprovincial Out-Flows,2031,-2966.158
Current Policies,Prince Edward Island,Interprovincial In-Flows,2031,556.4351
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2031,0
Current Policies,Prince Edward Island,Imports,2031,0
Current Policies,Prince Edward Island,Exports,2031,0
Current Policies,Prince Edward Island,Net Exports,2031,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2031,-556.4351
Current Policies,Quebec,Interprovincial In-Flows,2031,41690.01
Current Policies,Quebec,Interprovincial Out-Flows,2031,7569.178
Current Policies,Quebec,Imports,2031,1708.2
Current Policies,Quebec,Exports,2031,25298.88
Current Policies,Quebec,Net Exports,2031,23590.68
Current Policies,Quebec,Net Interprovincial Out-Flows,2031,-34120.832
Current Policies,Saskatchewan,Interprovincial In-Flows,2031,2458.56
Current Policies,Saskatchewan,Interprovincial Out-Flows,2031,34.944
Current Policies,Saskatchewan,Imports,2031,563.7061
Current Policies,Saskatchewan,Exports,2031,262.8
Current Policies,Saskatchewan,Net Exports,2031,-300.9061
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2031,-2423.616
Evolving Policies,Alberta,Interprovincial In-Flows,2031,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2031,907.536
Evolving Policies,Alberta,Imports,2031,0
Evolving Policies,Alberta,Exports,2031,350.4
Evolving Policies,Alberta,Net Exports,2031,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2031,907.536
Evolving Policies,British Columbia,Interprovincial In-Flows,2031,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2031,0
Evolving Policies,British Columbia,Imports,2031,8105.24
Evolving Policies,British Columbia,Exports,2031,4380
Evolving Policies,British Columbia,Net Exports,2031,-3725.24
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2031,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2031,61099.08
Evolving Policies,Canada,Interprovincial Out-Flows,2031,62665.72
Evolving Policies,Canada,Imports,2031,12545.16
Evolving Policies,Canada,Exports,2031,51694.6
Evolving Policies,Canada,Net Exports,2031,39149.44
Evolving Policies,Canada,Net Interprovincial Out-Flows,2031,1566.64
Evolving Policies,Manitoba,Interprovincial In-Flows,2031,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2031,2190
Evolving Policies,Manitoba,Imports,2031,0
Evolving Policies,Manitoba,Exports,2031,11001.65
Evolving Policies,Manitoba,Net Exports,2031,11001.65
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2031,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2031,614.1591
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2031,3094.517
Evolving Policies,New Brunswick,Imports,2031,2235.637
Evolving Policies,New Brunswick,Exports,2031,858.48
Evolving Policies,New Brunswick,Net Exports,2031,-1377.157
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2031,2480.3579
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2031,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2031,41527.75
Evolving Policies,Newfoundland and Labrador,Imports,2031,0
Evolving Policies,Newfoundland and Labrador,Exports,2031,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2031,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2031,41527.75
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2031,3425.547
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2031,87.1313
Evolving Policies,Nova Scotia,Imports,2031,0
Evolving Policies,Nova Scotia,Exports,2031,0
Evolving Policies,Nova Scotia,Net Exports,2031,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2031,-3338.4157
Evolving Policies,Ontario,Interprovincial In-Flows,2031,10249.2
Evolving Policies,Ontario,Interprovincial Out-Flows,2031,3366.014
Evolving Policies,Ontario,Imports,2031,751.608
Evolving Policies,Ontario,Exports,2031,2998.672
Evolving Policies,Ontario,Net Exports,2031,2247.064
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2031,-6883.186
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2031,913.0055
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2031,0
Evolving Policies,Prince Edward Island,Imports,2031,0
Evolving Policies,Prince Edward Island,Exports,2031,0
Evolving Policies,Prince Edward Island,Net Exports,2031,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2031,-913.0055
Evolving Policies,Quebec,Interprovincial In-Flows,2031,42450.02
Evolving Policies,Quebec,Interprovincial Out-Flows,2031,11054.78
Evolving Policies,Quebec,Imports,2031,1452.672
Evolving Policies,Quebec,Exports,2031,31667.4
Evolving Policies,Quebec,Net Exports,2031,30214.728
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2031,-31395.24
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2031,2165.998
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2031,438
Evolving Policies,Saskatchewan,Imports,2031,0
Evolving Policies,Saskatchewan,Exports,2031,438
Evolving Policies,Saskatchewan,Net Exports,2031,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2031,-1727.998
Current Policies,Alberta,Interprovincial In-Flows,2032,0
Current Policies,Alberta,Interprovincial Out-Flows,2032,4458.84
Current Policies,Alberta,Imports,2032,0
Current Policies,Alberta,Exports,2032,350.4
Current Policies,Alberta,Net Exports,2032,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2032,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2032,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2032,0
Current Policies,British Columbia,Imports,2032,4971.49
Current Policies,British Columbia,Exports,2032,3645.004
Current Policies,British Columbia,Net Exports,2032,-1326.486
Current Policies,British Columbia,Net Interprovincial Out-Flows,2032,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2032,57372.1
Current Policies,Canada,Interprovincial Out-Flows,2032,58843.18
Current Policies,Canada,Imports,2032,16177.17
Current Policies,Canada,Exports,2032,44057.24
Current Policies,Canada,Net Exports,2032,27880.07
Current Policies,Canada,Net Interprovincial Out-Flows,2032,1471.08
Current Policies,Manitoba,Interprovincial In-Flows,2032,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2032,2387.5
Current Policies,Manitoba,Imports,2032,1712.104
Current Policies,Manitoba,Exports,2032,9043.755
Current Policies,Manitoba,Net Exports,2032,7331.651
Current Policies,Manitoba,Net Interprovincial Out-Flows,2032,2353.4296
Current Policies,New Brunswick,Interprovincial In-Flows,2032,875.2604
Current Policies,New Brunswick,Interprovincial Out-Flows,2032,2791.06
Current Policies,New Brunswick,Imports,2032,2434.185
Current Policies,New Brunswick,Exports,2032,858.48
Current Policies,New Brunswick,Net Exports,2032,-1575.705
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2032,1915.7996
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2032,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2032,38890.06
Current Policies,Newfoundland and Labrador,Imports,2032,0
Current Policies,Newfoundland and Labrador,Exports,2032,0
Current Policies,Newfoundland and Labrador,Net Exports,2032,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2032,38890.06
Current Policies,Nova Scotia,Interprovincial In-Flows,2032,3416.4
Current Policies,Nova Scotia,Interprovincial Out-Flows,2032,93.3537
Current Policies,Nova Scotia,Imports,2032,0
Current Policies,Nova Scotia,Exports,2032,0
Current Policies,Nova Scotia,Net Exports,2032,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2032,-3323.0463
Current Policies,Ontario,Interprovincial In-Flows,2032,6476.826
Current Policies,Ontario,Interprovincial Out-Flows,2032,2740.174
Current Policies,Ontario,Imports,2032,4787.479
Current Policies,Ontario,Exports,2032,4597.92
Current Policies,Ontario,Net Exports,2032,-189.559
Current Policies,Ontario,Net Interprovincial Out-Flows,2032,-3736.652
Current Policies,Prince Edward Island,Interprovincial In-Flows,2032,580.1163
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2032,0
Current Policies,Prince Edward Island,Imports,2032,0
Current Policies,Prince Edward Island,Exports,2032,0
Current Policies,Prince Edward Island,Net Exports,2032,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2032,-580.1163
Current Policies,Quebec,Interprovincial In-Flows,2032,39314.25
Current Policies,Quebec,Interprovincial Out-Flows,2032,7447.247
Current Policies,Quebec,Imports,2032,1708.2
Current Policies,Quebec,Exports,2032,25298.88
Current Policies,Quebec,Net Exports,2032,23590.68
Current Policies,Quebec,Net Interprovincial Out-Flows,2032,-31867.003
Current Policies,Saskatchewan,Interprovincial In-Flows,2032,2404.681
Current Policies,Saskatchewan,Interprovincial Out-Flows,2032,34.944
Current Policies,Saskatchewan,Imports,2032,563.7061
Current Policies,Saskatchewan,Exports,2032,262.8
Current Policies,Saskatchewan,Net Exports,2032,-300.9061
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2032,-2369.737
Evolving Policies,Alberta,Interprovincial In-Flows,2032,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2032,898.0493
Evolving Policies,Alberta,Imports,2032,0
Evolving Policies,Alberta,Exports,2032,350.4
Evolving Policies,Alberta,Net Exports,2032,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2032,898.0493
Evolving Policies,British Columbia,Interprovincial In-Flows,2032,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2032,0
Evolving Policies,British Columbia,Imports,2032,8708.357
Evolving Policies,British Columbia,Exports,2032,4380
Evolving Policies,British Columbia,Net Exports,2032,-4328.357
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2032,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2032,61969.51
Evolving Policies,Canada,Interprovincial Out-Flows,2032,63558.47
Evolving Policies,Canada,Imports,2032,12014.29
Evolving Policies,Canada,Exports,2032,51283.69
Evolving Policies,Canada,Net Exports,2032,39269.4
Evolving Policies,Canada,Net Interprovincial Out-Flows,2032,1588.96
Evolving Policies,Manitoba,Interprovincial In-Flows,2032,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2032,2190
Evolving Policies,Manitoba,Imports,2032,0
Evolving Policies,Manitoba,Exports,2032,10757.77
Evolving Policies,Manitoba,Net Exports,2032,10757.77
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2032,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2032,1155.266
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2032,3128.429
Evolving Policies,New Brunswick,Imports,2032,1705.93
Evolving Policies,New Brunswick,Exports,2032,858.48
Evolving Policies,New Brunswick,Net Exports,2032,-847.45
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2032,1973.163
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2032,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2032,41208.18
Evolving Policies,Newfoundland and Labrador,Imports,2032,0
Evolving Policies,Newfoundland and Labrador,Exports,2032,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2032,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2032,41208.18
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2032,3416.4
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2032,94.9186
Evolving Policies,Nova Scotia,Imports,2032,0
Evolving Policies,Nova Scotia,Exports,2032,0
Evolving Policies,Nova Scotia,Net Exports,2032,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2032,-3321.4814
Evolving Policies,Ontario,Interprovincial In-Flows,2032,10253.47
Evolving Policies,Ontario,Interprovincial Out-Flows,2032,3994.544
Evolving Policies,Ontario,Imports,2032,402.8544
Evolving Policies,Ontario,Exports,2032,2620.8
Evolving Policies,Ontario,Net Exports,2032,2217.9456
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2032,-6258.926
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2032,965.6375
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2032,0
Evolving Policies,Prince Edward Island,Imports,2032,0
Evolving Policies,Prince Edward Island,Exports,2032,0
Evolving Policies,Prince Edward Island,Net Exports,2032,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2032,-965.6375
Evolving Policies,Quebec,Interprovincial In-Flows,2032,42740.84
Evolving Policies,Quebec,Interprovincial Out-Flows,2032,11606.35
Evolving Policies,Quebec,Imports,2032,1197.144
Evolving Policies,Quebec,Exports,2032,31878.24
Evolving Policies,Quebec,Net Exports,2032,30681.096
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2032,-31134.49
