Scenario,Region,Variable,Year,Value
Evolving Policies,British Columbia,Imports,2008,11991.5
Evolving Policies,British Columbia,Interprovincial In-Flows,2008,439
Evolving Policies,British Columbia,Interprovincial Out-Flows,2008,1524.78
Evolving Policies,British Columbia,Net Exports,2008,-3559.88
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2008,1085.78
Evolving Policies,Canada,Exports,2008,56022.14
Evolving Policies,Canada,Imports,2008,23863.62
Evolving Policies,Canada,Interprovincial In-Flows,2008,47999.26
Evolving Policies,Canada,Interprovincial Out-Flows,2008,47999.03
Evolving Policies,Canada,Net Exports,2008,32158.52
Evolving Policies,Canada,Net Interprovincial Out-Flows,2008,-0.23
Evolving Policies,Manitoba,Exports,2008,9880.37
Evolving Policies,Manitoba,Imports,2008,87.88
Evolving Policies,Manitoba,Interprovincial In-Flows,2008,172.8
Evolving Policies,Manitoba,Interprovincial Out-Flows,2008,745.55
Evolving Policies,Manitoba,Net Exports,2008,9792.49
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2008,572.75
Evolving Policies,New Brunswick,Exports,2008,1112.42
Evolving Policies,New Brunswick,Imports,2008,274.87
Evolving Policies,New Brunswick,Interprovincial In-Flows,2008,1779.26
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2008,1418.45
Evolving Policies,New Brunswick,Net Exports,2008,837.55
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2008,-360.81
Evolving Policies,Newfoundland and Labrador,Exports,2008,0
Evolving Policies,Newfoundland and Labrador,Imports,2008,0
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2008,17.11
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2008,31430.6
Evolving Policies,Newfoundland and Labrador,Net Exports,2008,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2008,31413.49
Evolving Policies,Nova Scotia,Exports,2008,12.69
Evolving Policies,Nova Scotia,Imports,2008,272.69
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2008,300.22
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2008,10.86
Evolving Policies,Nova Scotia,Net Exports,2008,-260
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2008,-289.36
Evolving Policies,Ontario,Exports,2008,18751
Evolving Policies,Ontario,Imports,2008,8123
Evolving Policies,Ontario,Interprovincial In-Flows,2008,3639
Evolving Policies,Ontario,Interprovincial Out-Flows,2008,4583
Evolving Policies,Ontario,Net Exports,2008,10628
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2008,944
Evolving Policies,Prince Edward Island,Exports,2008,0
Evolving Policies,Prince Edward Island,Imports,2008,0
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2008,1080.57
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2008,0.41
Evolving Policies,Prince Edward Island,Net Exports,2008,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2008,-1080.16
Evolving Policies,Quebec,Exports,2008,17469
Evolving Policies,Quebec,Imports,2008,1358
Evolving Policies,Quebec,Interprovincial In-Flows,2008,37589
Evolving Policies,Quebec,Interprovincial Out-Flows,2008,6975
Evolving Policies,Quebec,Net Exports,2008,16111
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2008,-30614
Evolving Policies,Saskatchewan,Exports,2008,137.2
Evolving Policies,Saskatchewan,Imports,2008,431.65
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2008,683.37
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2008,783.01
Evolving Policies,Saskatchewan,Net Exports,2008,-294.45
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2008,99.64
Current Policies,Alberta,Exports,2009,262.33
Current Policies,Alberta,Imports,2009,661.97
Current Policies,Alberta,Interprovincial In-Flows,2009,4449.73
Current Policies,Alberta,Interprovincial Out-Flows,2009,602.3
Current Policies,Alberta,Net Exports,2009,-399.64
Current Policies,Alberta,Net Interprovincial Out-Flows,2009,-3847.43
Current Policies,British Columbia,Exports,2009,6852.32
Current Policies,British Columbia,Imports,2009,11472.63
Current Policies,British Columbia,Interprovincial In-Flows,2009,602
Current Policies,British Columbia,Interprovincial Out-Flows,2009,1452.06
Current Policies,British Columbia,Net Exports,2009,-4620.31
Current Policies,British Columbia,Net Interprovincial Out-Flows,2009,850.06
Current Policies,Canada,Exports,2009,51781.53
Current Policies,Canada,Imports,2009,18163.33
Current Policies,Canada,Interprovincial In-Flows,2009,45240.37
Current Policies,Canada,Interprovincial Out-Flows,2009,45290.33
Current Policies,Canada,Net Exports,2009,33618.2
Current Policies,Canada,Net Interprovincial Out-Flows,2009,49.96
Current Policies,Manitoba,Exports,2009,9238.32
Current Policies,Manitoba,Imports,2009,203.26
Current Policies,Manitoba,Interprovincial In-Flows,2009,136.2
Current Policies,Manitoba,Interprovincial Out-Flows,2009,392.07
Current Policies,Manitoba,Net Exports,2009,9035.06
Current Policies,Manitoba,Net Interprovincial Out-Flows,2009,255.87
Current Policies,New Brunswick,Exports,2009,1874.65
Current Policies,New Brunswick,Imports,2009,789.73
Current Policies,New Brunswick,Interprovincial In-Flows,2009,3403.79
Current Policies,New Brunswick,Interprovincial Out-Flows,2009,1336.9
Current Policies,New Brunswick,Net Exports,2009,1084.92
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2009,-2066.89
Current Policies,Newfoundland and Labrador,Exports,2009,0
Current Policies,Newfoundland and Labrador,Imports,2009,0
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2009,19.6
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2009,27432.36
Current Policies,Newfoundland and Labrador,Net Exports,2009,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2009,27412.76
Current Policies,Nova Scotia,Exports,2009,28.98
Current Policies,Nova Scotia,Imports,2009,323.24
Current Policies,Nova Scotia,Interprovincial In-Flows,2009,299.26
Current Policies,Nova Scotia,Interprovincial Out-Flows,2009,10.24
Current Policies,Nova Scotia,Net Exports,2009,-294.26
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2009,-289.02
Current Policies,Ontario,Exports,2009,14778
Current Policies,Ontario,Imports,2009,3026
Current Policies,Ontario,Interprovincial In-Flows,2009,5483
Current Policies,Ontario,Interprovincial Out-Flows,2009,6157
Current Policies,Ontario,Net Exports,2009,11752
Current Policies,Ontario,Net Interprovincial Out-Flows,2009,674
Current Policies,Prince Edward Island,Exports,2009,0
Current Policies,Prince Edward Island,Imports,2009,0
Current Policies,Prince Edward Island,Interprovincial In-Flows,2009,1047.6
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2009,161.44
Current Policies,Prince Edward Island,Net Exports,2009,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2009,-886.16
Current Policies,Quebec,Exports,2009,18637
Current Policies,Quebec,Imports,2009,1057
Current Policies,Quebec,Interprovincial In-Flows,2009,29362
Current Policies,Quebec,Interprovincial Out-Flows,2009,7249
Current Policies,Quebec,Net Exports,2009,17580
Current Policies,Quebec,Net Interprovincial Out-Flows,2009,-22113
Current Policies,Saskatchewan,Exports,2009,109.94
Current Policies,Saskatchewan,Imports,2009,334.31
Current Policies,Saskatchewan,Interprovincial In-Flows,2009,437.2
Current Policies,Saskatchewan,Interprovincial Out-Flows,2009,496.95
Current Policies,Saskatchewan,Net Exports,2009,-224.37
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2009,59.75
Evolving Policies,Alberta,Exports,2009,262.33
Evolving Policies,Alberta,Imports,2009,661.97
Evolving Policies,Alberta,Interprovincial In-Flows,2009,4449.73
Evolving Policies,Alberta,Interprovincial Out-Flows,2009,602.3
Evolving Policies,Alberta,Net Exports,2009,-399.64
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2009,-3847.43
Evolving Policies,British Columbia,Exports,2009,6852.32
Evolving Policies,British Columbia,Imports,2009,11472.63
Evolving Policies,British Columbia,Interprovincial In-Flows,2009,602
Evolving Policies,British Columbia,Interprovincial Out-Flows,2009,1452.06
Evolving Policies,British Columbia,Net Exports,2009,-4620.31
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2009,850.06
Evolving Policies,Canada,Exports,2009,51781.53
Evolving Policies,Canada,Imports,2009,18163.33
Evolving Policies,Canada,Interprovincial In-Flows,2009,45240.37
Evolving Policies,Canada,Interprovincial Out-Flows,2009,45290.33
Evolving Policies,Canada,Net Exports,2009,33618.2
Evolving Policies,Canada,Net Interprovincial Out-Flows,2009,49.96
Evolving Policies,Manitoba,Exports,2009,9238.32
Evolving Policies,Manitoba,Imports,2009,203.26
Evolving Policies,Manitoba,Interprovincial In-Flows,2009,136.2
Evolving Policies,Manitoba,Interprovincial Out-Flows,2009,392.07
Evolving Policies,Manitoba,Net Exports,2009,9035.06
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2009,255.87
Evolving Policies,New Brunswick,Exports,2009,1874.65
Evolving Policies,New Brunswick,Imports,2009,789.73
Evolving Policies,New Brunswick,Interprovincial In-Flows,2009,3403.79
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2009,1336.9
Evolving Policies,New Brunswick,Net Exports,2009,1084.92
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2009,-2066.89
Evolving Policies,Newfoundland and Labrador,Exports,2009,0
Evolving Policies,Newfoundland and Labrador,Imports,2009,0
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2009,19.6
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2009,27432.36
Evolving Policies,Newfoundland and Labrador,Net Exports,2009,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2009,27412.76
Evolving Policies,Nova Scotia,Exports,2009,28.98
Evolving Policies,Nova Scotia,Imports,2009,323.24
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2009,299.26
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2009,10.24
Evolving Policies,Nova Scotia,Net Exports,2009,-294.26
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2009,-289.02
Evolving Policies,Ontario,Exports,2009,14778
Evolving Policies,Ontario,Imports,2009,3026
Evolving Policies,Ontario,Interprovincial In-Flows,2009,5483
Evolving Policies,Ontario,Interprovincial Out-Flows,2009,6157
Evolving Policies,Ontario,Net Exports,2009,11752
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2009,674
Evolving Policies,Prince Edward Island,Exports,2009,0
Evolving Policies,Prince Edward Island,Imports,2009,0
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2009,1047.6
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2009,161.44
Evolving Policies,Prince Edward Island,Net Exports,2009,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2009,-886.16
Evolving Policies,Quebec,Exports,2009,18637
Evolving Policies,Quebec,Imports,2009,1057
Evolving Policies,Quebec,Interprovincial In-Flows,2009,29362
Evolving Policies,Quebec,Interprovincial Out-Flows,2009,7249
Evolving Policies,Quebec,Net Exports,2009,17580
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2009,-22113
Evolving Policies,Saskatchewan,Exports,2009,109.94
Evolving Policies,Saskatchewan,Imports,2009,334.31
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2009,437.2
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2009,496.95
Evolving Policies,Saskatchewan,Net Exports,2009,-224.37
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2009,59.75
Current Policies,Alberta,Exports,2010,255.54
Current Policies,Alberta,Imports,2010,463.99
Current Policies,Alberta,Interprovincial In-Flows,2010,5024.25
Current Policies,Alberta,Interprovincial Out-Flows,2010,513.29
Current Policies,Alberta,Net Exports,2010,-208.45
Current Policies,Alberta,Net Interprovincial Out-Flows,2010,-4510.96
Current Policies,British Columbia,Exports,2010,5670.65
Current Policies,British Columbia,Imports,2010,10300.54
Current Policies,British Columbia,Interprovincial In-Flows,2010,467
Current Policies,British Columbia,Interprovincial Out-Flows,2010,1895.39
Current Policies,British Columbia,Net Exports,2010,-4629.89
Current Policies,British Columbia,Net Interprovincial Out-Flows,2010,1428.39
Current Policies,Canada,Exports,2010,44387.87
Current Policies,Canada,Imports,2010,18686.5
Current Policies,Canada,Interprovincial In-Flows,2010,52316.89
Current Policies,Canada,Interprovincial Out-Flows,2010,52315.42
Current Policies,Canada,Net Exports,2010,25701.37
Current Policies,Canada,Net Interprovincial Out-Flows,2010,-1.47
Current Policies,Manitoba,Exports,2010,9071.36
Current Policies,Manitoba,Imports,2010,295.96
Current Policies,Manitoba,Interprovincial In-Flows,2010,37.05
Current Policies,Manitoba,Interprovincial Out-Flows,2010,651.24
Current Policies,Manitoba,Net Exports,2010,8775.4
Current Policies,Manitoba,Net Interprovincial Out-Flows,2010,614.19
Current Policies,New Brunswick,Exports,2010,1036.7
Current Policies,New Brunswick,Imports,2010,192.92
Current Policies,New Brunswick,Interprovincial In-Flows,2010,4648.9
Current Policies,New Brunswick,Interprovincial Out-Flows,2010,1468.83
Current Policies,New Brunswick,Net Exports,2010,843.78
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2010,-3180.07
Current Policies,Newfoundland and Labrador,Exports,2010,0
Current Policies,Newfoundland and Labrador,Imports,2010,0
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2010,21.33
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2010,30401
Current Policies,Newfoundland and Labrador,Net Exports,2010,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2010,30379.67
Current Policies,Nova Scotia,Exports,2010,4.11
Current Policies,Nova Scotia,Imports,2010,211.33
Current Policies,Nova Scotia,Interprovincial In-Flows,2010,265.11
Current Policies,Nova Scotia,Interprovincial Out-Flows,2010,1.21
Current Policies,Nova Scotia,Net Exports,2010,-207.22
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2010,-263.9
Current Policies,Ontario,Exports,2010,11218
Current Policies,Ontario,Imports,2010,3655
Current Policies,Ontario,Interprovincial In-Flows,2010,3929
Current Policies,Ontario,Interprovincial Out-Flows,2010,10536
Current Policies,Ontario,Net Exports,2010,7563
Current Policies,Ontario,Net Interprovincial Out-Flows,2010,6607
Current Policies,Prince Edward Island,Exports,2010,0
Current Policies,Prince Edward Island,Imports,2010,0
Current Policies,Prince Edward Island,Interprovincial In-Flows,2010,1013.1
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2010,249.93
Current Policies,Prince Edward Island,Net Exports,2010,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2010,-763.17
Current Policies,Quebec,Exports,2010,17006
Current Policies,Quebec,Imports,2010,2502
Current Policies,Quebec,Interprovincial In-Flows,2010,36632
Current Policies,Quebec,Interprovincial Out-Flows,2010,6004
Current Policies,Quebec,Net Exports,2010,14504
Current Policies,Quebec,Net Interprovincial Out-Flows,2010,-30628
Current Policies,Saskatchewan,Exports,2010,125.51
Current Policies,Saskatchewan,Imports,2010,413.91
Current Policies,Saskatchewan,Interprovincial In-Flows,2010,279.15
Current Policies,Saskatchewan,Interprovincial Out-Flows,2010,594.54
Current Policies,Saskatchewan,Net Exports,2010,-288.4
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2010,315.39
Evolving Policies,Alberta,Exports,2010,255.54
Evolving Policies,Alberta,Imports,2010,463.99
Evolving Policies,Alberta,Interprovincial In-Flows,2010,5024.25
Evolving Policies,Alberta,Interprovincial Out-Flows,2010,513.29
Evolving Policies,Alberta,Net Exports,2010,-208.45
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2010,-4510.96
Evolving Policies,British Columbia,Exports,2010,5670.65
Evolving Policies,British Columbia,Imports,2010,10300.54
Evolving Policies,British Columbia,Interprovincial In-Flows,2010,467
Evolving Policies,British Columbia,Interprovincial Out-Flows,2010,1895.39
Evolving Policies,British Columbia,Net Exports,2010,-4629.89
